cpt_name,reason,description
CPT_19430 , Type 05 , Repeated digit - investigating
CPT_19432 , Type 06 , depth<5: 4.57
CPT_19433 , Type 05 , Repeated digit - investigating
CPT_19437 , Type 05 , Repeated digit - investigating
CPT_19469 , Type 04 , negative value - discarding
CPT_19487 , Type 06 , depth<5: 4.27
CPT_19490 , Type 06 , depth<5: 4.32
CPT_19499 , Type 06 , depth<5: 2.28
CPT_19502 , Type 06 , depth<5: 4.86
CPT_19503 , Type 06 , depth<5: 2.97
CPT_19506 , Type 06 , depth<5: 3.86
CPT_19526 , Type 06 , depth<5: 2.02
CPT_19527 , Type 06 , depth<5: 2.16
CPT_19559 , Type 05 , Repeated digit - investigating
CPT_1956 , Type 06 , depth<5: 4.44
CPT_19571 , Type 06 , depth<5: 4.88
CPT_19572 , Type 06 , depth<5: 4.88
CPT_19574 , Type 06 , depth<5: 4.77
CPT_196 , Type 06 , depth<5: 4.56
CPT_19618 , Type 06 , depth<5: 2.37
CPT_19619 , Type 02 ,Duplicate location
CPT_19620 , Type 06 , depth<5: 0.85
CPT_19621 , Type 02 ,Duplicate location
CPT_19622 , Type 06 , depth<5: 2.92
CPT_19627 , Type 06 , depth<5: 4.37
CPT_19628 , Type 06 , depth<5: 4.86
CPT_1963 , Type 06 , depth<5: 4.16
CPT_19641 , Type 07 , depth range <5: 3.0
CPT_19642 , Type 01 , No record found: CPT_19642
CPT_19644 , Type 06 , depth<5: 4.83
CPT_19652 , Type 06 , depth<5: 3.89
CPT_19653 , Type 02 ,Duplicate location
CPT_19655 , Type 06 , depth<5: 4.67
CPT_19657 , Type 02 ,Duplicate location
CPT_19658 , Type 06 , depth<5: 3.47
CPT_19660 , Type 06 , depth<5: 3.59
CPT_19661 , Type 06 , depth<5: 4.16
CPT_19662 , Type 02 ,Duplicate location
CPT_19663 , Type 06 , depth<5: 4.46
CPT_19664 , Type 02 ,Duplicate location
CPT_19671 , Type 06 , depth<5: 4.22
CPT_19672 , Type 06 , depth<5: 4.37
CPT_19675 , Type 06 , depth<5: 3.83
CPT_1968 , Type 06 , depth<5: 4.97
CPT_19685 , Type 06 , depth<5: 3.61
CPT_19686 , Type 06 , depth<5: 3.5
CPT_19687 , Type 06 , depth<5: 4.74
CPT_197 , Type 06 , depth<5: 4.39
CPT_19702 , Type 06 , depth<5: 2.7
CPT_19723 , Type 05 , Repeated digit - investigating
CPT_19726 , Type 05 , Repeated digit - investigating
CPT_19727 , Type 05 , Repeated digit - investigating
CPT_19730 , Type 05 , Repeated digit - investigating
CPT_19731 , Type 05 , Repeated digit - investigating
CPT_19733 , Type 05 , Repeated digit - investigating
CPT_19734 , Type 05 , Repeated digit - investigating
CPT_19736 , Type 05 , Repeated digit - investigating
CPT_19737 , Type 05 , Repeated digit - investigating
CPT_19738 , Type 05 , Repeated digit - investigating
CPT_19739 , Type 05 , Repeated digit - investigating
CPT_1974 , Type 06 , depth<5: 4.13
CPT_19740 , Type 05 , Repeated digit - investigating
CPT_19742 , Type 06 , depth<5: 2.75
CPT_19743 , Type 05 , Repeated digit - investigating
CPT_19746 , Type 05 , Repeated digit - investigating
CPT_19748 , Type 06 , depth<5: 3.76
CPT_19749 , Type 05 , Repeated digit - investigating
CPT_19753 , Type 05 , Repeated digit - investigating
CPT_19756 , Type 05 , Repeated digit - investigating
CPT_19757 , Type 05 , Repeated digit - investigating
CPT_19758 , Type 05 , Repeated digit - investigating
CPT_19759 , Type 05 , Repeated digit - investigating
CPT_1976 , Type 06 , depth<5: 4.15
CPT_19794 , Type 05 , Repeated digit - investigating
CPT_19795 , Type 05 , Repeated digit - investigating
CPT_19796 , Type 05 , Repeated digit - investigating
CPT_19797 , Type 05 , Repeated digit - investigating
CPT_198 , Type 06 , depth<5: 3.87
CPT_19800 , Type 06 , depth<5: 4.82
CPT_19805 , Type 06 , depth<5: 3.82
CPT_19807 , Type 07 , depth range <5: 4.88
CPT_19809 , Type 07 , depth range <5: 4.9399999999999995
CPT_19811 , Type 06 , depth<5: 4.02
CPT_19813 , Type 06 , depth<5: 3.74
CPT_19815 , Type 06 , depth<5: 3.6
CPT_19816 , Type 06 , depth<5: 3.2
CPT_19819 , Type 06 , depth<5: 2.73
CPT_19820 , Type 06 , depth<5: 4.82
CPT_19821 , Type 06 , depth<5: 3.23
CPT_19822 , Type 02 ,Duplicate location
CPT_19824 , Type 02 ,Duplicate location
CPT_19825 , Type 02 ,Duplicate location
CPT_19827 , Type 02 ,Duplicate location
CPT_19828 , Type 02 ,Duplicate location
CPT_19829 , Type 06 , depth<5: 3.6
CPT_19831 , Type 02 ,Duplicate location
CPT_19832 , Type 02 ,Duplicate location
CPT_19834 , Type 02 ,Duplicate location
CPT_19844 , Type 06 , depth<5: 1.74
CPT_19846 , Type 06 , depth<5: 4.68
CPT_199 , Type 06 , depth<5: 4.45
CPT_19913 , Type 06 , depth<5: 3.62
CPT_19927 , Type 02 ,Duplicate location
CPT_19928 , Type 06 , depth<5: 3.36
CPT_19931 , Type 05 , Repeated digit - investigating
CPT_19935 , Type 07 , depth range <5: 3.280000000000001
CPT_200 , Type 06 , depth<5: 3.6
CPT_20033 , Type 05 , Repeated digit - investigating
CPT_20035 , Type 05 , Repeated digit - investigating
CPT_20050 , Type 05 , Repeated digit - investigating
CPT_20055 , Type 05 , Repeated digit - investigating
CPT_20078 , Type 05 , Repeated digit - investigating
CPT_201 , Type 06 , depth<5: 3.88
CPT_20100 , Type 01 , No record found: CPT_20100
CPT_20101 , Type 02 ,Duplicate location
CPT_20103 , Type 05 , Repeated digit - investigating
CPT_20104 , Type 05 , Repeated digit - investigating
CPT_20109 , Type 05 , Repeated digit - investigating
CPT_20127 , Type 02 ,Duplicate location
CPT_20128 , Type 02 ,Duplicate location
CPT_20129 , Type 05 , Repeated digit - investigating
CPT_20167 , Type 02 ,Duplicate location
CPT_20184 , Type 02 ,Duplicate location
CPT_20187 , Type 05 , Repeated digit - investigating
CPT_203 , Type 06 , depth<5: 1.98
CPT_20349 , Type 05 , Repeated digit - investigating
CPT_20382 , Type 05 , Repeated digit - investigating
CPT_20393 , Type 05 , Repeated digit - investigating
CPT_20396 , Type 06 , depth<5: 4.83
CPT_20402 , Type 06 , depth<5: 4.3
CPT_20404 , Type 06 , depth<5: 3.84
CPT_20436 , Type 06 , depth<5: 4.99
CPT_20446 , Type 06 , depth<5: 4.11
CPT_2061 , Type 06 , depth<5: 2.72
CPT_20646 , Type 06 , depth<5: 1.51
CPT_20647 , Type 06 , depth<5: 1.76
CPT_2067 , Type 06 , depth<5: 1.18
CPT_20685 , Type 02 ,Duplicate location
CPT_20713 , Type 05 , Repeated digit - investigating
CPT_20714 , Type 05 , Repeated digit - investigating
CPT_20716 , Type 05 , Repeated digit - investigating
CPT_20717 , Type 06 , depth<5: 2.19
CPT_20719 , Type 05 , Repeated digit - investigating
CPT_20721 , Type 05 , Repeated digit - investigating
CPT_20729 , Type 05 , Repeated digit - investigating
CPT_20731 , Type 06 , depth<5: 2.06
CPT_20734 , Type 05 , Repeated digit - investigating
CPT_20738 , Type 02 ,Duplicate location
CPT_20740 , Type 06 , depth<5: 2.3
CPT_20743 , Type 06 , depth<5: 2.34
CPT_20745 , Type 02 ,Duplicate location
CPT_20748 , Type 05 , Repeated digit - investigating
CPT_20749 , Type 05 , Repeated digit - investigating
CPT_20751 , Type 05 , Repeated digit - investigating
CPT_20752 , Type 05 , Repeated digit - investigating
CPT_20776 , Type 05 , Repeated digit - investigating
CPT_208 , Type 06 , depth<5: 1.86
CPT_20811 , Type 05 , Repeated digit - investigating
CPT_20840 , Type 05 , Repeated digit - investigating
CPT_20844 , Type 06 , depth<5: 2.2
CPT_20851 , Type 06 , depth<5: 3.8
CPT_20852 , Type 06 , depth<5: 4.37
CPT_20857 , Type 06 , depth<5: 2.28
CPT_20858 , Type 06 , depth<5: 4.19
CPT_20862 , Type 06 , depth<5: 1.54
CPT_2088 , Type 06 , depth<5: 2.88
CPT_209 , Type 06 , depth<5: 4.95
CPT_20925 , Type 02 ,Duplicate location
CPT_20958 , Type 06 , depth<5: 0.66
CPT_21012 , Type 06 , depth<5: 2.74
CPT_21018 , Type 06 , depth<5: 4.13
CPT_21031 , Type 06 , depth<5: 0.15
CPT_21034 , Type 05 , Repeated digit - investigating
CPT_21048 , Type 06 , depth<5: 4.82
CPT_21051 , Type 05 , Repeated digit - investigating
CPT_21052 , Type 05 , Repeated digit - investigating
CPT_21059 , Type 05 , Repeated digit - investigating
CPT_21076 , Type 05 , Repeated digit - investigating
CPT_21077 , Type 06 , depth<5: 2.15
CPT_21080 , Type 06 , depth<5: 4.93
CPT_21081 , Type 06 , depth<5: 2.38
CPT_21083 , Type 06 , depth<5: 0.96
CPT_21085 , Type 05 , Repeated digit - investigating
CPT_21086 , Type 05 , Repeated digit - investigating
CPT_211 , Type 06 , depth<5: 2.12
CPT_21133 , Type 06 , depth<5: 2.95
CPT_21154 , Type 05 , Repeated digit - investigating
CPT_21172 , Type 06 , depth<5: 4.81
CPT_21174 , Type 06 , depth<5: 1.89
CPT_21175 , Type 02 ,Duplicate location
CPT_21179 , Type 06 , depth<5: 3.28
CPT_21188 , Type 02 ,Duplicate location
CPT_21194 , Type 05 , Repeated digit - investigating
CPT_212 , Type 06 , depth<5: 3.03
CPT_21219 , Type 06 , depth<5: 4.98
CPT_21229 , Type 06 , depth<5: 4.22
CPT_21234 , Type 05 , Repeated digit - investigating
CPT_21240 , Type 05 , Repeated digit - investigating
CPT_21242 , Type 05 , Repeated digit - investigating
CPT_21243 , Type 05 , Repeated digit - investigating
CPT_21247 , Type 06 , depth<5: 4.88
CPT_21259 , Type 07 , depth range <5: 3.64
CPT_21282 , Type 06 , depth<5: 1.46
CPT_21299 , Type 06 , depth<5: 1.64
CPT_213 , Type 06 , depth<5: 4.42
CPT_21310 , Type 05 , Repeated digit - investigating
CPT_21320 , Type 06 , depth<5: 2.07
CPT_21324 , Type 06 , depth<5: 3.69
CPT_21338 , Type 06 , depth<5: 4.38
CPT_21342 , Type 06 , depth<5: 1.39
CPT_21345 , Type 06 , depth<5: 1.5
CPT_21346 , Type 06 , depth<5: 0.94
CPT_21352 , Type 06 , depth<5: 4.48
CPT_21355 , Type 06 , depth<5: 3.81
CPT_21432 , Type 06 , depth<5: 4.46
CPT_21505 , Type 06 , depth<5: 4.38
CPT_21506 , Type 05 , Repeated digit - investigating
CPT_21508 , Type 05 , Repeated digit - investigating
CPT_21509 , Type 05 , Repeated digit - investigating
CPT_21510 , Type 05 , Repeated digit - investigating
CPT_21513 , Type 05 , Repeated digit - investigating
CPT_21514 , Type 05 , Repeated digit - investigating
CPT_21560 , Type 05 , Repeated digit - investigating
CPT_21561 , Type 06 , depth<5: 4.74
CPT_21562 , Type 06 , depth<5: 4.71
CPT_21564 , Type 06 , depth<5: 4.24
CPT_21566 , Type 05 , Repeated digit - investigating
CPT_21581 , Type 06 , depth<5: 3.94
CPT_21584 , Type 06 , depth<5: 2.07
CPT_21591 , Type 06 , depth<5: 2.18
CPT_21593 , Type 05 , Repeated digit - investigating
CPT_21594 , Type 05 , Repeated digit - investigating
CPT_21603 , Type 05 , Repeated digit - investigating
CPT_21607 , Type 06 , depth<5: 0.6
CPT_21614 , Type 06 , depth<5: 0.78
CPT_21620 , Type 05 , Repeated digit - investigating
CPT_21621 , Type 05 , Repeated digit - investigating
CPT_21682 , Type 05 , Repeated digit - investigating
CPT_217 , Type 06 , depth<5: 2.71
CPT_218 , Type 06 , depth<5: 3.06
CPT_21816 , Type 06 , depth<5: 3.23
CPT_21817 , Type 06 , depth<5: 3.41
CPT_21944 , Type 05 , Repeated digit - investigating
CPT_21948 , Type 05 , Repeated digit - investigating
CPT_21982 , Type 05 , Repeated digit - investigating
CPT_21984 , Type 05 , Repeated digit - investigating
CPT_21989 , Type 05 , Repeated digit - investigating
CPT_21990 , Type 05 , Repeated digit - investigating
CPT_21993 , Type 05 , Repeated digit - investigating
CPT_21994 , Type 05 , Repeated digit - investigating
CPT_22037 , Type 05 , Repeated digit - investigating
CPT_22038 , Type 05 , Repeated digit - investigating
CPT_22049 , Type 05 , Repeated digit - investigating
CPT_221 , Type 06 , depth<5: 3.61
CPT_22121 , Type 05 , Repeated digit - investigating
CPT_22185 , Type 05 , Repeated digit - investigating
CPT_222 , Type 06 , depth<5: 3.73
CPT_22233 , Type 05 , Repeated digit - investigating
CPT_22235 , Type 06 , depth<5: 4.98
CPT_22236 , Type 06 , depth<5: 3.9
CPT_22237 , Type 06 , depth<5: 1.34
CPT_22239 , Type 06 , depth<5: 4.62
CPT_22240 , Type 05 , Repeated digit - investigating
CPT_22243 , Type 05 , Repeated digit - investigating
CPT_22246 , Type 05 , Repeated digit - investigating
CPT_22251 , Type 05 , Repeated digit - investigating
CPT_22254 , Type 05 , Repeated digit - investigating
CPT_22259 , Type 05 , Repeated digit - investigating
CPT_22264 , Type 05 , Repeated digit - investigating
CPT_22266 , Type 06 , depth<5: 3.18
CPT_22267 , Type 06 , depth<5: 1.46
CPT_22269 , Type 05 , Repeated digit - investigating
CPT_22275 , Type 05 , Repeated digit - investigating
CPT_22280 , Type 05 , Repeated digit - investigating
CPT_22281 , Type 05 , Repeated digit - investigating
CPT_22284 , Type 05 , Repeated digit - investigating
CPT_22286 , Type 05 , Repeated digit - investigating
CPT_22287 , Type 05 , Repeated digit - investigating
CPT_22289 , Type 05 , Repeated digit - investigating
CPT_22290 , Type 05 , Repeated digit - investigating
CPT_22291 , Type 05 , Repeated digit - investigating
CPT_22294 , Type 05 , Repeated digit - investigating
CPT_223 , Type 06 , depth<5: 2.82
CPT_22300 , Type 05 , Repeated digit - investigating
CPT_22301 , Type 05 , Repeated digit - investigating
CPT_22303 , Type 05 , Repeated digit - investigating
CPT_22304 , Type 05 , Repeated digit - investigating
CPT_22306 , Type 05 , Repeated digit - investigating
CPT_22310 , Type 05 , Repeated digit - investigating
CPT_22311 , Type 05 , Repeated digit - investigating
CPT_22316 , Type 06 , depth<5: 4.68
CPT_22318 , Type 05 , Repeated digit - investigating
CPT_22319 , Type 05 , Repeated digit - investigating
CPT_22323 , Type 06 , depth<5: 2.82
CPT_22324 , Type 05 , Repeated digit - investigating
CPT_22327 , Type 06 , depth<5: 1.8
CPT_22328 , Type 06 , depth<5: 2.56
CPT_22329 , Type 05 , Repeated digit - investigating
CPT_22330 , Type 05 , Repeated digit - investigating
CPT_22331 , Type 05 , Repeated digit - investigating
CPT_22332 , Type 05 , Repeated digit - investigating
CPT_22335 , Type 05 , Repeated digit - investigating
CPT_22336 , Type 06 , depth<5: 2.16
CPT_22337 , Type 06 , depth<5: 3.68
CPT_22341 , Type 05 , Repeated digit - investigating
CPT_22344 , Type 05 , Repeated digit - investigating
CPT_22346 , Type 05 , Repeated digit - investigating
CPT_22349 , Type 05 , Repeated digit - investigating
CPT_22351 , Type 05 , Repeated digit - investigating
CPT_22354 , Type 05 , Repeated digit - investigating
CPT_22355 , Type 05 , Repeated digit - investigating
CPT_22356 , Type 05 , Repeated digit - investigating
CPT_22361 , Type 05 , Repeated digit - investigating
CPT_22362 , Type 05 , Repeated digit - investigating
CPT_22368 , Type 05 , Repeated digit - investigating
CPT_22369 , Type 05 , Repeated digit - investigating
CPT_22370 , Type 05 , Repeated digit - investigating
CPT_22371 , Type 05 , Repeated digit - investigating
CPT_22374 , Type 05 , Repeated digit - investigating
CPT_22376 , Type 06 , depth<5: 0.36
CPT_22377 , Type 05 , Repeated digit - investigating
CPT_22378 , Type 05 , Repeated digit - investigating
CPT_22383 , Type 05 , Repeated digit - investigating
CPT_22385 , Type 05 , Repeated digit - investigating
CPT_22386 , Type 05 , Repeated digit - investigating
CPT_22387 , Type 05 , Repeated digit - investigating
CPT_22390 , Type 05 , Repeated digit - investigating
CPT_22391 , Type 05 , Repeated digit - investigating
CPT_22397 , Type 05 , Repeated digit - investigating
CPT_224 , Type 06 , depth<5: 0.38
CPT_22403 , Type 05 , Repeated digit - investigating
CPT_22404 , Type 05 , Repeated digit - investigating
CPT_22409 , Type 05 , Repeated digit - investigating
CPT_22411 , Type 05 , Repeated digit - investigating
CPT_22413 , Type 05 , Repeated digit - investigating
CPT_22420 , Type 05 , Repeated digit - investigating
CPT_22424 , Type 05 , Repeated digit - investigating
CPT_22435 , Type 05 , Repeated digit - investigating
CPT_22436 , Type 05 , Repeated digit - investigating
CPT_22441 , Type 05 , Repeated digit - investigating
CPT_22443 , Type 05 , Repeated digit - investigating
CPT_22447 , Type 05 , Repeated digit - investigating
CPT_22454 , Type 05 , Repeated digit - investigating
CPT_22463 , Type 05 , Repeated digit - investigating
CPT_22468 , Type 05 , Repeated digit - investigating
CPT_22490 , Type 05 , Repeated digit - investigating
CPT_22492 , Type 05 , Repeated digit - investigating
CPT_22509 , Type 05 , Repeated digit - investigating
CPT_22510 , Type 05 , Repeated digit - investigating
CPT_22511 , Type 05 , Repeated digit - investigating
CPT_22514 , Type 05 , Repeated digit - investigating
CPT_22515 , Type 05 , Repeated digit - investigating
CPT_22516 , Type 05 , Repeated digit - investigating
CPT_22517 , Type 05 , Repeated digit - investigating
CPT_22518 , Type 05 , Repeated digit - investigating
CPT_22519 , Type 05 , Repeated digit - investigating
CPT_22536 , Type 05 , Repeated digit - investigating
CPT_22537 , Type 05 , Repeated digit - investigating
CPT_22539 , Type 05 , Repeated digit - investigating
CPT_22540 , Type 05 , Repeated digit - investigating
CPT_22664 , Type 06 , depth<5: 3.24
CPT_22667 , Type 06 , depth<5: 2.42
CPT_22679 , Type 06 , depth<5: 4.22
CPT_22682 , Type 06 , depth<5: 4.5
CPT_22699 , Type 05 , Repeated digit - investigating
CPT_22701 , Type 06 , depth<5: 4.9
CPT_22717 , Type 05 , Repeated digit - investigating
CPT_22730 , Type 05 , Repeated digit - investigating
CPT_22810 , Type 05 , Repeated digit - investigating
CPT_22816 , Type 05 , Repeated digit - investigating
CPT_22993 , Type 05 , Repeated digit - investigating
CPT_22995 , Type 05 , Repeated digit - investigating
CPT_22997 , Type 05 , Repeated digit - investigating
CPT_22998 , Type 06 , depth<5: 1.45
CPT_23000 , Type 06 , depth<5: 1.31
CPT_23003 , Type 05 , Repeated digit - investigating
CPT_23004 , Type 05 , Repeated digit - investigating
CPT_2302 , Type 02 ,Duplicate location
CPT_23022 , Type 06 , depth<5: 3.74
CPT_23029 , Type 05 , Repeated digit - investigating
CPT_2304 , Type 06 , depth<5: 3.99
CPT_23072 , Type 05 , Repeated digit - investigating
CPT_23073 , Type 06 , depth<5: 4.5
CPT_23074 , Type 06 , depth<5: 4.0
CPT_23075 , Type 06 , depth<5: 4.64
CPT_23081 , Type 05 , Repeated digit - investigating
CPT_23085 , Type 05 , Repeated digit - investigating
CPT_23087 , Type 05 , Repeated digit - investigating
CPT_23088 , Type 05 , Repeated digit - investigating
CPT_23089 , Type 05 , Repeated digit - investigating
CPT_23091 , Type 05 , Repeated digit - investigating
CPT_23095 , Type 06 , depth<5: 4.32
CPT_23101 , Type 06 , depth<5: 3.48
CPT_2312 , Type 05 , Repeated digit - investigating
CPT_2313 , Type 05 , Repeated digit - investigating
CPT_23130 , Type 05 , Repeated digit - investigating
CPT_2314 , Type 05 , Repeated digit - investigating
CPT_2316 , Type 05 , Repeated digit - investigating
CPT_23168 , Type 06 , depth<5: 3.14
CPT_23171 , Type 06 , depth<5: 2.82
CPT_2318 , Type 05 , Repeated digit - investigating
CPT_23201 , Type 05 , Repeated digit - investigating
CPT_23204 , Type 06 , depth<5: 3.26
CPT_23205 , Type 06 , depth<5: 2.48
CPT_23209 , Type 05 , Repeated digit - investigating
CPT_23211 , Type 05 , Repeated digit - investigating
CPT_23212 , Type 05 , Repeated digit - investigating
CPT_23214 , Type 06 , depth<5: 2.96
CPT_23215 , Type 05 , Repeated digit - investigating
CPT_23216 , Type 05 , Repeated digit - investigating
CPT_23217 , Type 02 ,Duplicate location
CPT_2322 , Type 05 , Repeated digit - investigating
CPT_23233 , Type 05 , Repeated digit - investigating
CPT_23239 , Type 05 , Repeated digit - investigating
CPT_23243 , Type 06 , depth<5: 4.78
CPT_23244 , Type 06 , depth<5: 4.0
CPT_23248 , Type 05 , Repeated digit - investigating
CPT_23256 , Type 05 , Repeated digit - investigating
CPT_23259 , Type 05 , Repeated digit - investigating
CPT_23278 , Type 05 , Repeated digit - investigating
CPT_23295 , Type 06 , depth<5: 2.31
CPT_23298 , Type 06 , depth<5: 2.33
CPT_23319 , Type 01 , No record found: CPT_23319
CPT_2332 , Type 05 , Repeated digit - investigating
CPT_23320 , Type 01 , No record found: CPT_23320
CPT_23321 , Type 01 , No record found: CPT_23321
CPT_23324 , Type 06 , depth<5: 3.14
CPT_23325 , Type 05 , Repeated digit - investigating
CPT_23332 , Type 05 , Repeated digit - investigating
CPT_23333 , Type 05 , Repeated digit - investigating
CPT_23336 , Type 05 , Repeated digit - investigating
CPT_23348 , Type 05 , Repeated digit - investigating
CPT_23359 , Type 05 , Repeated digit - investigating
CPT_2336 , Type 05 , Repeated digit - investigating
CPT_23362 , Type 05 , Repeated digit - investigating
CPT_23365 , Type 02 ,Duplicate location
CPT_23367 , Type 06 , depth<5: 4.68
CPT_2337 , Type 05 , Repeated digit - investigating
CPT_23381 , Type 06 , depth<5: 3.97
CPT_23385 , Type 05 , Repeated digit - investigating
CPT_23389 , Type 05 , Repeated digit - investigating
CPT_2339 , Type 05 , Repeated digit - investigating
CPT_23394 , Type 05 , Repeated digit - investigating
CPT_23398 , Type 06 , depth<5: 1.97
CPT_23399 , Type 06 , depth<5: 1.77
CPT_2340 , Type 05 , Repeated digit - investigating
CPT_23403 , Type 05 , Repeated digit - investigating
CPT_23406 , Type 05 , Repeated digit - investigating
CPT_2341 , Type 05 , Repeated digit - investigating
CPT_23418 , Type 06 , depth<5: 4.31
CPT_23421 , Type 01 , No record found: CPT_23421
CPT_23422 , Type 05 , Repeated digit - investigating
CPT_23427 , Type 05 , Repeated digit - investigating
CPT_23434 , Type 06 , depth<5: 4.19
CPT_23443 , Type 05 , Repeated digit - investigating
CPT_23448 , Type 06 , depth<5: 1.49
CPT_23453 , Type 06 , depth<5: 1.55
CPT_23455 , Type 06 , depth<5: 4.25
CPT_23459 , Type 06 , depth<5: 3.45
CPT_2346 , Type 05 , Repeated digit - investigating
CPT_23463 , Type 05 , Repeated digit - investigating
CPT_23466 , Type 05 , Repeated digit - investigating
CPT_23469 , Type 05 , Repeated digit - investigating
CPT_2353 , Type 05 , Repeated digit - investigating
CPT_23542 , Type 05 , Repeated digit - investigating
CPT_23546 , Type 05 , Repeated digit - investigating
CPT_2355 , Type 05 , Repeated digit - investigating
CPT_23561 , Type 05 , Repeated digit - investigating
CPT_23562 , Type 05 , Repeated digit - investigating
CPT_23563 , Type 05 , Repeated digit - investigating
CPT_23573 , Type 05 , Repeated digit - investigating
CPT_23576 , Type 05 , Repeated digit - investigating
CPT_23584 , Type 05 , Repeated digit - investigating
CPT_23586 , Type 05 , Repeated digit - investigating
CPT_23589 , Type 05 , Repeated digit - investigating
CPT_23596 , Type 06 , depth<5: 2.29
CPT_23614 , Type 05 , Repeated digit - investigating
CPT_23624 , Type 05 , Repeated digit - investigating
CPT_23625 , Type 05 , Repeated digit - investigating
CPT_23645 , Type 01 , No record found: CPT_23645
CPT_2365 , Type 05 , Repeated digit - investigating
CPT_23650 , Type 01 , No record found: CPT_23650
CPT_23652 , Type 01 , No record found: CPT_23652
CPT_23654 , Type 01 , No record found: CPT_23654
CPT_23660 , Type 06 , depth<5: 1.73
CPT_23661 , Type 02 ,Duplicate location
CPT_23663 , Type 06 , depth<5: 1.58
CPT_23664 , Type 05 , Repeated digit - investigating
CPT_23665 , Type 02 ,Duplicate location
CPT_23692 , Type 04 , negative value - discarding
CPT_23695 , Type 05 , Repeated digit - investigating
CPT_23700 , Type 02 ,Duplicate location
CPT_23703 , Type 02 ,Duplicate location
CPT_23706 , Type 02 ,Duplicate location
CPT_23716 , Type 02 ,Duplicate location
CPT_23730 , Type 01 , No record found: CPT_23730
CPT_23731 , Type 01 , No record found: CPT_23731
CPT_23732 , Type 01 , No record found: CPT_23732
CPT_23745 , Type 01 , No record found: CPT_23745
CPT_2376 , Type 05 , Repeated digit - investigating
CPT_23767 , Type 05 , Repeated digit - investigating
CPT_2377 , Type 05 , Repeated digit - investigating
CPT_23787 , Type 05 , Repeated digit - investigating
CPT_23810 , Type 06 , depth<5: 4.0
CPT_23847 , Type 05 , Repeated digit - investigating
CPT_23849 , Type 05 , Repeated digit - investigating
CPT_23857 , Type 05 , Repeated digit - investigating
CPT_23876 , Type 06 , depth<5: 4.87
CPT_23879 , Type 07 , depth range <5: 4.94
CPT_23882 , Type 05 , Repeated digit - investigating
CPT_23884 , Type 06 , depth<5: 4.78
CPT_23886 , Type 06 , depth<5: 3.78
CPT_239 , Type 06 , depth<5: 0.77
CPT_23930 , Type 05 , Repeated digit - investigating
CPT_23932 , Type 05 , Repeated digit - investigating
CPT_23934 , Type 05 , Repeated digit - investigating
CPT_23935 , Type 05 , Repeated digit - investigating
CPT_23963 , Type 05 , Repeated digit - investigating
CPT_23981 , Type 05 , Repeated digit - investigating
CPT_23982 , Type 05 , Repeated digit - investigating
CPT_23983 , Type 05 , Repeated digit - investigating
CPT_24041 , Type 05 , Repeated digit - investigating
CPT_24043 , Type 06 , depth<5: 1.7
CPT_24044 , Type 01 , No record found: CPT_24044
CPT_24045 , Type 06 , depth<5: 3.0
CPT_24046 , Type 06 , depth<5: 3.64
CPT_24054 , Type 05 , Repeated digit - investigating
CPT_24056 , Type 05 , Repeated digit - investigating
CPT_24057 , Type 05 , Repeated digit - investigating
CPT_24170 , Type 05 , Repeated digit - investigating
CPT_24172 , Type 06 , depth<5: 1.65
CPT_24174 , Type 06 , depth<5: 1.65
CPT_24178 , Type 05 , Repeated digit - investigating
CPT_24181 , Type 05 , Repeated digit - investigating
CPT_24183 , Type 05 , Repeated digit - investigating
CPT_24188 , Type 05 , Repeated digit - investigating
CPT_24195 , Type 05 , Repeated digit - investigating
CPT_242 , Type 04 , negative value - discarding
CPT_24203 , Type 06 , depth<5: 3.6
CPT_24209 , Type 05 , Repeated digit - investigating
CPT_24213 , Type 05 , Repeated digit - investigating
CPT_24217 , Type 05 , Repeated digit - investigating
CPT_24218 , Type 07 , depth range <5: 2.66
CPT_24219 , Type 05 , Repeated digit - investigating
CPT_24220 , Type 05 , Repeated digit - investigating
CPT_24226 , Type 05 , Repeated digit - investigating
CPT_24227 , Type 06 , depth<5: 3.69
CPT_24230 , Type 01 , No record found: CPT_24230
CPT_24248 , Type 06 , depth<5: 0.36
CPT_243 , Type 04 , negative value - discarding
CPT_24306 , Type 05 , Repeated digit - investigating
CPT_24307 , Type 05 , Repeated digit - investigating
CPT_24320 , Type 01 , No record found: CPT_24320
CPT_24324 , Type 05 , Repeated digit - investigating
CPT_24328 , Type 05 , Repeated digit - investigating
CPT_24329 , Type 05 , Repeated digit - investigating
CPT_24348 , Type 06 , depth<5: 3.59
CPT_244 , Type 04 , negative value - discarding
CPT_24447 , Type 06 , depth<5: 2.6
CPT_24448 , Type 06 , depth<5: 3.68
CPT_24449 , Type 01 , No record found: CPT_24449
CPT_24450 , Type 05 , Repeated digit - investigating
CPT_24451 , Type 05 , Repeated digit - investigating
CPT_24452 , Type 05 , Repeated digit - investigating
CPT_24455 , Type 05 , Repeated digit - investigating
CPT_24456 , Type 05 , Repeated digit - investigating
CPT_24474 , Type 05 , Repeated digit - investigating
CPT_24475 , Type 05 , Repeated digit - investigating
CPT_24476 , Type 05 , Repeated digit - investigating
CPT_24477 , Type 07 , depth range <5: 4.7
CPT_24479 , Type 05 , Repeated digit - investigating
CPT_24480 , Type 05 , Repeated digit - investigating
